 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Thu Mar 19 06:55:50 2020,1.40719664,0.82740653,0.82740605,0.827407,3.19138169,2.22790051,2.99493051,2.99582124,2.99628282,0.14876366
 Thu Mar 19 06:56:05 2020,0.9932285,1.56217647,1.56217563,1.5621773,5.90549946,4.71932888,4.74701071,4.74845839,4.74920845,0.27993047
 Thu Mar 19 06:56:20 2020,0.50902873,1.8076961,1.80769515,1.80769706,3.53396249,5.77703094,7.37161303,7.37329102,7.37416029,0.37166381
 Thu Mar 19 06:56:35 2020,1.41876733,0.81170481,0.8117044,0.81170517,4.91964579,2.97540188,3.70719981,3.7078824,3.70823598,0.37171531
 Thu Mar 19 06:56:50 2020,1.33510101,0.57538819,0.57538784,0.57538855,6.48158836,6.95809603,3.79038024,3.79099703,3.79131675,0.27988362
 Thu Mar 19 06:57:05 2020,0.75379813,0.67584145,0.67584109,0.67584181,3.39082932,5.3067975,4.76991224,4.77125216,4.77194595,0.28109324
 Thu Mar 19 06:57:20 2020,0.55402601,0.63713533,0.63713485,0.6371358,4.72275209,4.1986022,6.66882849,6.67053986,6.67142677,0.24468189
 Thu Mar 19 06:57:35 2020,0.63793594,0.68042904,0.6804285,0.68042952,2.73323107,3.4648397,6.33932352,6.3411355,6.34207392,0.24470663
 Thu Mar 19 06:57:50 2020,1.04423857,0.69314849,0.69314796,0.69314897,3.96160007,3.68928576,3.4564569,3.45735502,3.45782018,0.19918656
 Thu Mar 19 06:58:05 2020,0.51129669,1.81249273,1.81249177,1.81249368,3.54157853,7.35752535,6.82721376,6.828897,6.82976961,0.198246
 Thu Mar 19 06:58:20 2020,1.20650136,0.75725639,0.75725591,0.75725687,4.25975084,7.15422869,3.81246543,3.03208375,3.03253365,0.19836366
 Thu Mar 19 06:58:35 2020,0.86937857,1.04503071,1.04502976,1.04503167,6.1269412,5.72175026,4.19174385,4.1934433,4.19432402,0.19871122
 Thu Mar 19 06:58:50 2020,0.8812902,0.8063947,0.80639428,0.80639511,3.7961812,4.26071787,5.78882837,5.79029846,5.79106045,0.24460471
 Thu Mar 19 06:59:05 2020,1.17151284,0.5533675,0.55336702,0.55336791,2.98181748,3.55562115,3.21170521,3.21251392,3.21293283,0.22372866
 Thu Mar 19 06:59:20 2020,0.86983037,1.04598629,1.04598534,1.04598725,6.12997532,5.72533464,4.19534969,4.19705009,4.19793129,0.20722693
 Thu Mar 19 06:59:35 2020,0.87682897,1.94090664,1.94090569,1.9409076,2.00978589,4.28240824,5.75165272,5.75331354,5.75417376,0.1983012
 Thu Mar 19 06:59:50 2020,0.87658691,1.94039488,1.94039392,1.94039571,2.00897312,2.48399401,4.31222153,5.7513814,5.75224113,0.2244485
 Thu Mar 19 07:00:05 2020,0.75442064,0.79732227,0.7973218,0.79732281,7.6392107,7.8610878,5.27106476,5.27289438,5.27384233,0.20718724
 Thu Mar 19 07:00:20 2020,0.86557162,1.43936348,1.43936217,1.43936479,6.76416731,2.55665922,4.15679693,4.15907097,4.16024923,0.13221079
 Thu Mar 19 07:00:35 2020,1.58764458,1.58584094,1.58583975,1.58584213,3.69612646,3.77164316,3.01072621,3.01178956,3.01234055,0.1777693
 Thu Mar 19 07:00:50 2020,0.93512565,1.41037512,1.41037428,1.41037607,7.65877962,7.3730278,6.84280777,5.71949625,5.72037077,0.17838901
 Thu Mar 19 07:01:05 2020,0.93553317,1.411237,1.41123605,1.41123796,7.66151619,6.81376076,5.7210598,5.72274923,5.72362471,0.38255048
 Thu Mar 19 07:01:20 2020,1.08480203,0.93532217,0.93532175,0.93532264,2.23553491,2.02309489,3.28836226,3.28916073,3.28957438,1.32988453
 Thu Mar 19 07:01:35 2020,0.80062598,0.9477452,0.94774467,0.94774574,2.74038768,6.22768116,4.63982296,4.64176559,4.64277172,0.28299236
 Thu Mar 19 07:01:50 2020,0.73667639,0.64026845,0.64026797,0.64026892,4.74265051,6.65960979,7.12997484,7.13169384,7.1325841,0.28271282
 Thu Mar 19 07:02:05 2020,1.55233276,1.20753706,1.2075361,1.20753801,2.76782346,2.73878193,2.47324228,2.47406411,2.47448969,0.38221908
 Thu Mar 19 07:02:20 2020,1.28544235,0.73546308,0.73546261,0.7354635,3.70821452,3.20527983,3.93954253,3.94035387,3.9407742,0.13252842
 Thu Mar 19 07:02:35 2020,0.7392205,1.03134096,1.03134024,1.03134167,7.00213385,6.62889624,6.65364552,6.65494013,6.65561056,0.13210738
 Thu Mar 19 07:02:50 2020,0.99422652,0.67276859,0.67276818,0.67276895,7.4814043,4.72724676,5.19247532,5.19392586,5.19467735,0.17804444
 Thu Mar 19 07:03:05 2020,1.33848023,0.94018495,0.94018447,0.94018543,5.19946718,6.68242979,7.15292931,7.15465546,7.15554953,0.17856413
 Thu Mar 19 07:03:20 2020,0.14889884,1.2129699,1.2129693,1.21297061,3.89428449,4.57673311,5.12147188,5.12381172,2.81251192,0.31490064
 Thu Mar 19 07:03:35 2020,1.68274522,0.67757255,0.67757219,0.67757291,3.40182352,4.75728559,2.23523855,2.23591042,2.23625851,0.31629145
 Thu Mar 19 07:03:50 2020,1.55658937,1.16713977,1.16713893,1.1671406,4.24014425,3.96765065,2.73222136,2.73298359,2.73337841,0.38107491
 Thu Mar 19 07:04:05 2020,1.91982436,1.71818388,1.7181828,1.71818495,5.23380756,3.97079515,2.70736361,2.70829558,2.70877862,0.28284574
 Thu Mar 19 07:04:20 2020,0.94046098,0.62390375,0.62390321,0.62390423,7.62940788,7.84950686,5.25941563,5.26124144,5.26218748,0.28317165
 Thu Mar 19 07:04:35 2020,0.55402517,0.63713443,0.63713396,0.63713491,4.72274637,4.19859552,6.66882181,6.67053318,6.6714201,0.17866862
 Thu Mar 19 07:04:50 2020,0.99435848,0.67290813,0.67290771,0.67290854,7.48317719,4.7282939,5.19352865,5.19497919,5.19573069,0.28305972
 Thu Mar 19 07:05:05 2020,0.63483983,1.69078994,1.69078922,1.69079065,2.34209299,6.35576344,7.81842947,7.81974554,7.82042789,0.38182509
 Thu Mar 19 07:05:20 2020,0.28029928,1.33400774,1.33400714,1.33400846,3.13170266,6.04700613,4.59156895,5.09389973,5.09510708,0.47373819
 Thu Mar 19 07:05:35 2020,0.87043476,0.57050723,0.57050675,0.57050771,6.13403416,5.73012972,4.2001729,4.20187521,4.20275688,0.47303379
 Thu Mar 19 07:05:50 2020,0.81746674,1.57164502,1.57164407,1.57164598,2.77533817,2.74765968,2.48217249,2.48299694,2.48342395,1.33258247
 Thu Mar 19 07:06:05 2020,1.53477001,1.0678246,1.06782365,1.06782568,2.75125694,3.98184466,2.71847844,2.43816376,2.43864846,1.21118021
 Thu Mar 19 07:06:20 2020,0.75393677,0.62493563,0.62493509,0.6249361,7.63596153,7.85724878,5.26720333,5.26903152,5.26997852,1.21138692
 Thu Mar 19 07:06:35 2020,0.60949022,1.29369557,1.29369473,1.29369628,2.67531323,3.54374933,7.67727137,7.67869759,7.67943668,1.21700287
 Thu Mar 19 07:06:50 2020,0.67600417,1.16066206,1.16066122,1.16066277,3.14980245,3.3099308,3.54222798,3.54293656,3.54330373,1.21798253
 Thu Mar 19 07:07:05 2020,0.61694938,1.54878438,1.54878354,1.54878521,7.18586159,7.64384413,6.17347908,6.17502928,6.17583227,1.33490157
 Thu Mar 19 07:07:20 2020,1.81567907,0.87833625,0.87833583,0.87833673,5.28185463,5.22032928,2.7502079,2.75099468,2.75140238,1.32969594
 Thu Mar 19 07:07:35 2020,0.67371726,1.28666127,1.28666043,1.2866621,6.64736462,2.48668265,7.6277318,7.62926769,7.63006353,1.3305347
 Thu Mar 19 07:07:50 2020,1.67253554,1.91923773,1.91923678,1.91923869,7.32933426,2.2744658,2.5100596,2.51094055,2.51139712,1.33214855
 Thu Mar 19 07:08:06 2020,1.33657646,0.93917835,0.93917787,0.93917882,5.19307423,6.67487717,7.14533234,7.1470561,7.14794874,1.33319521
 Thu Mar 19 07:08:21 2020,1.20386767,0.7558639,0.75586343,0.75586438,4.25090694,7.14378071,3.80721068,3.80807734,3.80852628,1.33369565
 Thu Mar 19 07:08:36 2020,0.8692053,1.04466414,1.04466319,1.0446651,6.12577724,5.72037506,4.19036055,4.19205952,4.19294024,0.47331309
 Thu Mar 19 07:08:51 2020,1.34127295,0.75416154,0.75416106,0.75416201,5.20884514,7.13100863,3.80078673,3.80165148,3.80209947,0.38107169
 Thu Mar 19 07:09:06 2020,1.93740392,1.34228909,1.34228826,1.34229004,3.44599867,3.94651604,2.7434113,2.74422956,2.7446537,0.38204288
 Thu Mar 19 07:09:21 2020,0.63465089,1.69039035,1.69038963,1.69039118,2.34082413,6.35426474,7.81692171,7.8182373,7.81891918,0.38099241
 Thu Mar 19 07:09:36 2020,1.2901808,1.07947576,1.07947493,1.07947659,2.53002214,6.87020826,3.19948292,3.20023489,3.20062447,0.47333372
 Thu Mar 19 07:09:51 2020,0.77802026,1.62453532,1.62453461,1.62453604,5.37360525,13.62862396,13.67809772,13.68068504,13.68202591,0.38142407
 Thu Mar 19 07:10:06 2020,1.79594338,1.19485104,1.19484985,1.19485211,5.72483015,2.18983102,2.95903516,2.96003962,2.96056008,0.38163269
 Thu Mar 19 07:10:21 2020,0.6787377,1.29144311,1.29144239,1.29144394,3.88691068,3.53952456,7.66877174,7.67019558,7.67093325,0.38191319
 Thu Mar 19 07:10:36 2020,1.82500088,0.8160513,0.81605089,0.81605166,4.58697271,3.44386148,2.76959229,2.77028441,2.77064276,0.28302622
 Thu Mar 19 07:10:51 2020,0.55354244,0.57412398,0.5741235,0.57412446,4.71950436,4.19476557,6.66496897,6.66667938,6.66756582,0.47383475
 Thu Mar 19 07:11:06 2020,0.88210797,0.8072595,0.80725914,0.80725992,3.04892731,4.26720619,5.79535532,5.79682779,5.79759026,0.38132584
 Thu Mar 19 07:11:21 2020,1.79981017,0.61132598,0.61132556,0.61132634,7.9802928,2.23764563,2.9693315,2.97000813,2.97035885,0.38117623
 Thu Mar 19 07:11:36 2020,0.67264122,1.28438556,1.28438473,1.2843864,6.64013815,2.73241401,2.49707198,2.49783874,2.49823594,1.32832885
 Thu Mar 19 07:11:51 2020,1.54968607,1.20473838,1.20473742,1.20473933,3.45087981,3.95228243,2.74921179,2.46878195,2.46920681,0.47379124
 Thu Mar 19 07:12:06 2020,0.88657761,1.79171312,1.79171205,1.79171419,3.28422427,4.35408211,5.82780933,5.82970428,5.83068609,1.32847071
 Thu Mar 19 07:12:21 2020,0.56888866,0.86540431,0.86540371,0.86540496,6.33066082,2.30909681,6.28430223,6.28645229,6.28756618,1.33486891
 Thu Mar 19 07:12:36 2020,1.7820102,0.68852228,0.68852168,0.68852288,3.23948169,4.81897497,2.21169996,2.21279621,2.21336436,0.47353172
 Thu Mar 19 07:12:51 2020,0.86171067,1.43048096,1.43047976,1.43048203,2.2761426,4.8688345,4.12740469,4.12948751,4.1305666,0.38277805
 Thu Mar 19 07:13:06 2020,0.5653286,0.57010812,0.57010758,0.57010871,6.67442369,3.7338922,6.25671291,6.25874901,6.25980377,0.47277105
 Thu Mar 19 07:13:21 2020,0.75579244,0.79877293,0.79877239,0.79877341,7.64842415,7.87197161,4.78201294,4.7838459,4.78479528,0.47398925
 Thu Mar 19 07:13:36 2020,1.45860898,1.1577282,1.15772748,1.15772903,3.62486124,3.30442786,3.53669262,3.53739953,3.53776574,1.32912207
 Thu Mar 19 07:13:51 2020,1.16493487,0.87020195,0.87020153,0.87020242,2.97077298,3.29257345,3.55795574,3.55876017,3.55917716,1.33535695
 Thu Mar 19 07:14:06 2020,1.46553028,0.86803836,0.86803794,0.86803883,2.24515247,3.28445697,3.54979134,3.55059338,3.55100894,1.33259702
 Thu Mar 19 07:14:21 2020,1.16067803,1.69971442,1.69971359,1.69971526,2.52246213,6.85234642,3.19049907,3.19124842,3.19163656,0.47418928
 Thu Mar 19 07:14:36 2020,0.94464254,1.0922333,1.09223247,1.09223402,2.92332172,7.83384752,5.29675341,5.29808187,5.29877043,1.33302641
 Thu Mar 19 07:14:51 2020,0.1793873,0.3449747,0.3449744,0.34497496,4.54242516,3.90592313,2.424927,2.4259212,2.42643619,1.33576918
 Thu Mar 19 07:15:06 2020,0.51419795,1.81701386,1.81701303,1.81701469,2.26023555,7.32345819,6.8519392,6.85342884,6.85420084,1.33462214
 Thu Mar 19 07:15:21 2020,0.79773057,0.63218337,0.63218284,0.63218391,3.94941497,7.70470858,6.24171448,6.24365044,6.24465322,0.38248682
 Thu Mar 19 07:15:36 2020,0.74374318,1.3125416,1.31254053,1.3125428,2.22163272,4.14338064,6.74603033,6.74813032,6.74921846,0.47287631
 Thu Mar 19 07:15:51 2020,1.32034373,1.31754601,1.31754482,1.31754708,2.22957826,6.72465372,7.20241451,7.20452023,7.20561123,0.38136232
 Thu Mar 19 07:16:06 2020,1.80954301,0.8253426,0.82534212,0.82534307,6.86965513,2.22015762,2.98714209,2.98803043,2.98849058,0.47445393
 Thu Mar 19 07:16:21 2020,0.88592488,1.79033256,1.7903316,1.79033363,3.28203249,4.34890318,5.82259989,5.82449341,5.82547426,1.33038187
 Thu Mar 19 07:16:36 2020,1.32060921,1.31782675,1.31782556,1.31782794,2.2300241,6.72570705,7.20347404,7.20558023,7.20667124,1.32929039
 Thu Mar 19 07:16:51 2020,1.07852626,0.51012897,0.51012856,0.51012945,4.76249552,2.76064706,2.02584076,2.02663541,2.02704716,1.3288312
 Thu Mar 19 07:17:06 2020,0.67325455,1.28568268,1.28568184,1.28568351,6.64425707,2.48484707,2.49951935,7.62557364,7.626369,1.32833457
 Thu Mar 19 07:17:21 2020,0.55145204,0.57191342,0.57191294,0.5719139,6.14296532,5.74068022,4.21078587,4.21249104,4.21337461,1.3338995
 Thu Mar 19 07:17:36 2020,0.9929291,1.56154311,1.56154239,1.56154394,5.90147734,6.1544528,4.7446208,4.746068,4.74681759,0.47448289
 Thu Mar 19 07:17:51 2020,0.70277691,1.67938769,1.67938673,1.67938864,3.30995965,5.76461983,7.35912848,7.36080265,7.36167002,1.56256056
 Thu Mar 19 07:18:06 2020,0.79768157,0.63213158,0.63213104,0.63213211,3.94925046,7.70431995,6.24132395,6.24325943,6.24426222,1.21614504
 Thu Mar 19 07:18:21 2020,0.79818189,0.63266063,0.63266009,0.63266116,3.95093036,7.70828915,6.24531651,6.24725294,6.24825668,1.21461558
 Thu Mar 19 07:18:36 2020,1.96602285,1.7046243,1.70462298,1.70462549,5.83839321,3.02666807,2.54822993,2.54935789,2.54994202,1.56342077
 Thu Mar 19 07:18:51 2020,0.70112211,1.67588794,1.67588711,1.6758889,3.30440283,5.75149107,7.34592199,7.34759235,7.34845734,1.56552982
 Thu Mar 19 07:19:06 2020,1.69577551,0.70134342,0.70134294,0.70134383,5.29896832,5.2405467,2.76037621,2.7611661,2.76157546,0.93179369
 Thu Mar 19 07:19:21 2020,1.46620166,0.86839336,0.86839294,0.86839384,2.24627972,3.28578877,3.55113077,3.55193329,3.55234909,0.93237436
 Thu Mar 19 07:19:36 2020,1.16958547,0.55234843,0.55234796,0.55234885,2.97858143,3.55179811,3.20785975,3.20866728,3.20908546,0.93056655
 Thu Mar 19 07:19:51 2020,1.33752549,0.93968016,0.93967968,0.93968064,5.19626141,6.67864227,7.14911938,7.1508441,7.15173769,0.93174481
 Thu Mar 19 07:20:06 2020,1.45655036,0.5152756,0.51527524,0.51527601,3.61794806,3.30034447,3.53258514,3.53329062,3.53365636,0.93220818
 Thu Mar 19 07:20:21 2020,0.50892967,1.80748653,1.8074857,1.80748749,3.53362989,5.77624512,7.37082243,7.37250042,7.37336969,0.87187827
 Thu Mar 19 07:20:36 2020,1.42753708,1.59244859,1.59244752,1.59244978,5.74697161,2.20290971,3.7221911,3.72319961,3.72372198,0.87163258
 Thu Mar 19 07:20:51 2020,1.93321478,1.33785927,1.33785844,1.33786023,3.43896508,3.93820691,2.73505306,2.73586893,2.73629165,0.87270808
 Thu Mar 19 07:21:06 2020,1.28477919,0.73511243,0.73511201,0.73511291,3.70710111,3.20396447,3.93821931,3.93903017,3.9394505,0.87265062
 Thu Mar 19 07:21:21 2020,0.5074808,1.63254273,1.63254213,1.63254344,2.79322386,5.87196064,6.79159689,6.79393148,6.79514122,0.73999119
 Thu Mar 19 07:21:36 2020,1.45276475,0.74571621,0.74571568,0.74571675,7.36178017,3.25372243,3.52275014,3.5237453,3.524261,0.74091339
 Thu Mar 19 07:21:51 2020,0.7986728,0.94567978,0.94567925,0.94568032,3.95257902,7.71218443,6.24923468,4.62617254,4.62717628,0.74171209
 Thu Mar 19 07:22:06 2020,1.06655884,0.56010377,0.56010318,0.56010431,5.76165056,2.79399514,3.25039172,3.25138021,3.25189233,0.74111342
 Thu Mar 19 07:22:21 2020,1.16893411,0.55200398,0.5520035,0.55200446,2.9774878,3.55050588,3.20656013,3.20736694,3.20778513,0.57520962
 Thu Mar 19 07:22:36 2020,1.70080698,0.50869119,0.50869071,0.50869161,4.75336409,2.75525308,2.02041507,2.02120805,2.02161884,0.55073667
 Thu Mar 19 07:22:51 2020,0.62110561,0.56466049,0.56465995,0.56466103,3.21471453,6.76077271,7.70380592,7.70572996,7.70672703,0.57491279
 Thu Mar 19 07:23:06 2020,1.65764451,1.32141304,1.32141185,1.32141411,7.36767244,3.25720286,3.52625108,3.52724743,3.52776361,0.55066037
 Thu Mar 19 07:23:21 2020,0.63785273,0.68034106,0.68034053,0.68034154,2.73295164,3.46450949,6.33865929,6.34047127,6.34140968,0.74007297
 Thu Mar 19 07:23:36 2020,0.81988144,1.57675183,1.57675087,1.57675278,2.00219655,2.47598863,4.29611588,4.2977705,4.29862785,0.7407701
 Thu Mar 19 07:23:51 2020,1.83500314,0.92833298,0.92833245,0.92833358,2.48432469,5.16219044,2.78734183,2.78832221,2.78883028,0.54712582
 Thu Mar 19 07:24:06 2020,1.05127358,1.17866492,1.17866373,1.17866611,2.70932484,2.94769645,3.46888447,3.46999288,3.47056699,0.54987681
 Thu Mar 19 07:24:21 2020,0.76383233,0.76143169,0.76143116,0.76143229,3.81166244,7.80508804,4.84453249,4.84659529,4.84766436,0.87412012
 Thu Mar 19 07:24:36 2020,1.33897781,0.94044799,0.94044751,0.94044846,5.20113802,6.68440342,7.15491438,3.7970705,3.79751778,0.87440479
 Thu Mar 19 07:24:51 2020,1.04586184,0.6940068,0.69400626,0.69400728,3.96432567,3.6925056,3.45969558,3.46059465,3.46106052,0.9334352
 Thu Mar 19 07:25:06 2020,0.7972306,0.63165474,0.6316542,0.63165528,3.94773602,7.70074224,6.23772478,6.23965931,6.24066114,1.9503119
 Thu Mar 19 07:25:21 2020,0.67882043,1.29161811,1.29161739,1.29161894,3.88746643,3.53985286,7.66943216,7.670856,7.67159367,1.94737744
 Thu Mar 19 07:25:36 2020,1.82189345,0.8144083,0.81440794,0.81440872,4.56610346,3.43769789,3.45089245,3.45158243,3.45194006,1.94984722
 Thu Mar 19 07:25:51 2020,0.73489952,0.63838947,0.63838899,0.63838995,4.73071718,4.2080121,6.6782937,6.68000841,6.68089676,1.95117044
 Thu Mar 19 07:26:06 2020,1.1584475,1.69735563,1.69735479,1.69735646,2.51871705,7.34349775,6.87209702,6.87359285,6.87436771,1.94594216
 Thu Mar 19 07:26:21 2020,0.16586424,1.21863961,1.21863902,1.21864033,2.6622889,5.11927271,2.08213115,2.08330774,2.08391714,1.946172
 Thu Mar 19 07:26:36 2020,1.0793072,0.51054186,0.51054138,0.51054227,4.76511765,2.76219583,2.02739859,2.02819395,2.02860594,1.56984806
 Thu Mar 19 07:26:51 2020,0.51330972,1.81513524,1.81513441,1.81513608,2.25725269,7.31641054,6.84485006,6.8463378,6.84710836,1.5664196
 Thu Mar 19 07:27:06 2020,1.81875229,0.70027363,0.70027322,0.70027411,5.29217434,5.23252058,2.75633931,2.75712824,2.75753665,1.9486587
 Thu Mar 19 07:27:21 2020,0.69952792,1.67251635,1.67251539,1.6725173,3.29904962,4.30134249,5.77069902,5.77236509,5.77322865,1.56902599
 Thu Mar 19 07:27:36 2020,1.57398725,1.18715227,1.18715131,1.18715322,5.7869873,3.81195235,2.26614833,2.26702166,2.26747417,1.21794391
 Thu Mar 19 07:27:51 2020,0.87769884,1.9427464,1.94274545,1.94274735,2.01270676,4.28930998,5.75859547,5.76025772,5.76111937,1.3341527
 Thu Mar 19 07:28:06 2020,1.94471228,1.91790462,1.91790354,1.91790557,7.32510042,2.27196527,2.50754428,2.50842452,2.50888038,1.21436238
 Thu Mar 19 07:28:21 2020,0.99071062,0.76297837,0.76297778,0.76297891,2.74906683,6.24818754,5.16045046,5.16239929,5.16340923,1.33443475
 Thu Mar 19 07:28:36 2020,1.30126894,1.83347595,1.83347487,1.8334769,4.70297956,4.81142139,3.97029686,3.97122312,3.97170305,1.33568215
 Thu Mar 19 07:28:51 2020,0.50940365,1.80848908,1.80848813,1.80848992,3.53522158,5.78000593,7.37460518,6.81378412,6.81465387,1.21361804
 Thu Mar 19 07:29:06 2020,0.7344451,0.63790888,0.6379084,0.63790935,4.72766495,4.20440626,6.6746664,6.67638016,6.67726803,1.21538711
 Thu Mar 19 07:29:21 2020,0.80702996,1.55424201,1.55424118,1.55424297,6.35944271,6.16431856,4.69407415,4.69563055,4.69643688,1.3357594
 Thu Mar 19 07:29:36 2020,0.87765253,1.94264841,1.94264758,1.94264936,2.01255131,4.28894234,5.75822592,5.75988817,5.76074934,1.21363831
 Thu Mar 19 07:29:51 2020,0.87642515,1.94005263,1.94005167,1.94005346,2.00842977,2.48335218,4.31093025,5.75008965,5.75094938,1.21305799
 Thu Mar 19 07:30:06 2020,0.69542301,0.80812138,0.80812097,0.8081218,3.05166411,4.27367258,5.80185986,5.80333424,5.80409813,1.56421471
 Thu Mar 19 07:30:21 2020,1.82078946,0.81382453,0.81382418,0.81382495,6.05868864,3.71675801,3.44868946,3.44937897,3.44973612,1.56824493
 Thu Mar 19 07:30:36 2020,0.64020061,0.68282384,0.6828233,0.68282431,2.49083591,6.32264709,7.85739708,7.85921478,7.86015654,1.33285999
 Thu Mar 19 07:30:51 2020,0.55249411,0.57301539,0.57301491,0.57301587,6.14996338,5.7489481,6.65660238,6.65831041,6.65919495,1.33068442
 Thu Mar 19 07:31:06 2020,1.9312712,0.73821449,0.73821402,0.73821497,3.71695185,3.21560168,3.94992518,3.95073986,3.95116186,1.33294535
 Thu Mar 19 07:31:21 2020,1.08114922,0.5115158,0.51151532,0.51151621,4.77130318,2.01584935,2.03107381,3.28187013,3.28228283,1.21653485
 Thu Mar 19 07:31:36 2020,0.70289379,1.67963493,1.67963409,1.67963588,3.31035233,5.76554728,7.36006165,7.3617363,7.36260366,1.21853852
 Thu Mar 19 07:31:51 2020,1.92356396,1.46334076,1.46333992,1.46334159,5.71319532,3.2017324,3.96620917,3.96696639,3.96735883,1.56672883
 Thu Mar 19 07:32:06 2020,1.67710268,1.53344226,1.53344131,1.53344333,6.84467077,2.50227475,2.22229695,2.22318077,2.22363877,1.94534254
 Thu Mar 19 07:32:21 2020,1.69012511,0.88159108,0.88159072,0.8815915,2.8127923,2.76776505,2.78106332,2.00050879,2.00086927,1.56635594
 Thu Mar 19 07:32:36 2020,1.55300689,1.20824993,1.20824909,1.20825088,2.76895523,2.74011898,2.47458744,2.47540951,2.47583556,1.56388474
 Thu Mar 19 07:32:51 2020,0.62251979,0.56615597,0.56615543,0.56615651,3.93821359,6.77199268,7.71509266,7.71702003,7.71801853,1.56329608
 Thu Mar 19 07:33:06 2020,1.20739031,0.75772643,0.75772595,0.75772691,4.26273584,3.79762769,3.03298903,3.03385782,3.03430796,1.33002901
 Thu Mar 19 07:33:21 2020,0.68171763,0.56266403,0.5626635,0.56266457,3.20837474,7.30829334,7.68873835,7.69065762,7.6916523,1.33195114
 Thu Mar 19 07:33:36 2020,1.53892791,1.44722152,1.44722044,1.44722247,2.75823808,2.7088418,2.44552422,2.44646215,2.44694805,1.3358295
 Thu Mar 19 07:33:51 2020,1.54744279,1.34299111,1.34299016,1.34299207,3.44711328,3.94783258,2.74473572,2.74555445,2.74597883,1.21256995
 Thu Mar 19 07:34:06 2020,0.92608082,1.6679132,1.66791213,1.66791439,3.03743815,5.3216877,4.8612299,4.86329794,4.86436939,1.33194256
 Thu Mar 19 07:34:21 2020,1.1879729,1.20127439,1.2012732,1.20127559,2.99343705,7.19489813,3.77392602,3.77498412,3.77553225,1.21142912
 Thu Mar 19 07:34:36 2020,0.67972821,1.05862057,1.0586195,1.05862164,3.56106925,7.29250908,6.7666111,6.7685256,6.76951742,1.21534061
 Thu Mar 19 07:34:51 2020,0.50133026,1.4280864,1.42808533,1.42808747,3.55228233,5.83424807,7.30822754,7.31013584,7.31112432,1.56256485
 Thu Mar 19 07:35:06 2020,0.50934398,1.80836284,1.80836189,1.8083638,3.53502107,5.77953243,7.3741293,6.81330776,6.81417751,1.21521139
 Thu Mar 19 07:35:21 2020,0.98835522,0.94798756,0.94798702,0.94798809,2.74115729,6.22949934,4.64165211,4.64359522,4.64460182,1.33579326
 Thu Mar 19 07:35:36 2020,0.61352623,1.93216956,1.93216872,1.93217039,7.16287184,2.49584246,7.64615917,7.64770079,7.64849949,1.21315813
 Thu Mar 19 07:35:51 2020,1.16328788,1.70247412,1.70247328,1.70247495,2.52684402,6.86269951,3.19570613,3.19645691,3.19684601,1.21655941
 Thu Mar 19 07:36:06 2020,0.31633958,0.87402695,0.87402666,0.87402731,5.57388926,2.68560696,4.41750669,4.41992807,4.42118263,1.21713567
 Thu Mar 19 07:36:21 2020,1.41443145,0.8094123,0.80941188,0.80941266,5.39052629,2.24805164,2.97979879,2.98047876,2.98083091,1.56798506
 Thu Mar 19 07:36:36 2020,1.40932214,0.88321787,0.88321733,0.88321835,3.19495034,2.23211646,2.99917126,3.68756342,3.68802547,1.56987858
 Thu Mar 19 07:36:51 2020,0.61568618,1.93673778,1.93673694,1.93673861,7.17737818,7.63382196,6.16339779,6.16494465,6.16574621,1.95041561
 Thu Mar 19 07:37:06 2020,0.9432798,1.08935118,1.08935046,1.08935189,2.16416979,7.82303572,5.28587723,5.28720284,5.28788948,1.94741511
 Thu Mar 19 07:37:21 2020,1.79832101,0.61053854,0.61053818,0.6105389,7.97029114,2.23469186,2.24761033,2.24828601,2.24863601,1.95187449
 Thu Mar 19 07:37:36 2020,0.61563045,1.93661988,1.93661904,1.93662071,7.17700338,7.63337946,6.1629529,6.16449928,6.16530085,1.95086598
 Thu Mar 19 07:37:51 2020,1.28701687,0.73629558,0.7362951,0.736296,3.71085811,3.20840287,3.94268394,3.94349623,3.94391727,0.93270886
 Thu Mar 19 07:38:06 2020,1.46455014,0.86752009,0.86751968,0.86752057,2.24350667,3.28251266,3.54783559,3.54863691,3.54905224,1.95160556
 Thu Mar 19 07:38:21 2020,0.69696021,0.99724686,0.99724644,0.99724728,3.05682611,5.78586864,7.31412792,7.31560612,7.31637192,1.57001853
 Thu Mar 19 07:38:36 2020,1.08381999,0.93480295,0.93480247,0.93480337,4.78027201,2.02114701,3.2864027,3.28720069,3.28761411,1.56555843
 Thu Mar 19 07:38:51 2020,1.82811213,0.88019627,0.88019592,0.88019669,5.10786772,3.45003247,2.77579975,2.77649379,2.77685332,1.21583438
 Thu Mar 19 07:39:06 2020,1.07923555,0.51050395,0.51050353,0.51050442,4.76487732,2.76205373,2.02725577,2.0280509,2.02846289,1.21660519
 Thu Mar 19 07:39:21 2020,0.80662906,1.5533942,1.55339324,1.55339503,6.35675001,6.16113758,4.69087458,4.69243002,4.69323587,1.21682405
