 TIME, Mass Concentration PM1.0, Mass Concentration PM2.5, Mass Concentration PM4.0 , Mass Concentration PM10, Number Concentration PM0.5, Number Concentration PM1.0, Number Concentration PM2.5, Number Concentration PM4.0, Number Concentration PM10, Particle Size
 Wed Mar 18 21:43:36 2020,1.70894527,0.57831222,0.57831186,0.57831258,2.9634459,2.46382117,2.03354764,2.03474307,2.03536224,0.34710777
 Wed Mar 18 21:43:52 2020,1.66291702,1.32698846,1.32698739,1.32698965,6.82287788,3.51766086,2.19302106,2.19402051,2.19453835,0.37204802
 Wed Mar 18 21:44:07 2020,0.95145243,0.74840271,0.74840212,0.74840337,5.25645876,6.30320501,5.34466743,5.34683609,5.34795952,0.43135917
 Wed Mar 18 21:44:22 2020,1.30507386,1.76222849,1.76222789,1.7622292,2.05810356,6.78211737,3.22598052,3.2271533,3.22776103,0.46425712
 Wed Mar 18 21:44:37 2020,1.30244613,1.83472085,1.83471978,1.8347218,4.70693302,3.23617101,3.97264576,3.97357273,3.97405314,0.3716439
 Wed Mar 18 21:44:52 2020,1.81685638,0.6992712,0.69927078,0.69927168,5.28580809,5.22499943,2.7525568,2.7533443,2.75375223,0.46406257
 Wed Mar 18 21:45:07 2020,0.62565976,0.55510765,0.55510706,0.55510831,7.84465408,2.53611255,6.30093098,6.30308628,6.30420303,0.43049383
 Wed Mar 18 21:45:22 2020,1.43189418,0.50591785,0.50591719,0.50591844,3.97377753,2.20910287,2.94892359,2.9500258,2.95059681,0.43003809
 Wed Mar 18 21:45:37 2020,1.32084823,1.31807947,1.31807828,1.31808066,2.23042536,6.72665501,7.20442772,7.20653439,7.20762539,0.37159598
 Wed Mar 18 21:45:52 2020,0.87086105,0.57095802,0.57095754,0.5709585,6.13689709,5.73351192,4.20357513,4.20527792,4.20616055,0.37116361
 Wed Mar 18 21:46:07 2020,1.79294491,1.19168031,1.19167912,1.19168139,6.83976126,3.52763367,2.20305276,2.95405531,2.95457482,0.46419466
 Wed Mar 18 21:46:22 2020,1.19674456,1.9108007,1.9107995,1.91080201,2.44932842,3.47280455,3.75976586,3.76088166,3.76146007,0.43016112
 Wed Mar 18 21:46:37 2020,1.9378618,1.30128539,1.30128443,1.30128634,5.80209637,3.03962708,2.27512598,2.27600193,2.27645588,0.34662759
 Wed Mar 18 21:46:52 2020,1.93291879,1.33754635,1.33754539,1.33754718,3.43846822,3.93761969,2.7344625,2.73527813,2.73570061,0.46329784
 Wed Mar 18 21:47:07 2020,0.69594014,0.99616826,0.99616784,0.99616867,3.05340075,4.27777576,5.80598736,5.80746269,5.80822706,0.28023398
 Wed Mar 18 21:47:22 2020,0.61649466,1.54782259,1.54782176,1.54782343,7.18280745,7.64023638,6.16984987,6.17139864,6.17220116,0.27980292
 Wed Mar 18 21:47:37 2020,1.5773741,1.30010879,1.30010784,1.30010974,5.79836035,3.03742027,2.27290606,2.2737813,2.27423477,0.37180459
 Wed Mar 18 21:47:52 2020,0.86864322,1.04347551,1.04347456,1.04347646,7.68450212,6.84091568,5.74837494,4.18757248,4.18845224,0.37151611
 Wed Mar 18 21:48:07 2020,0.73782831,0.93836153,0.93836105,0.938362,5.18788671,6.66874886,7.13916731,7.14088917,7.14178133,0.14866179
 Wed Mar 18 21:48:22 2020,1.07906425,0.51041341,0.51041293,0.51041383,4.76430225,2.76171398,2.02691388,2.02770901,2.02812099,0.37283218
 Wed Mar 18 21:48:37 2020,0.67837298,1.29067183,1.29067099,1.29067254,3.88446116,3.53807759,7.66586065,7.66728401,7.6680212,0.3720715
 Wed Mar 18 21:48:52 2020,1.81589103,0.87844831,0.87844789,0.87844878,5.28256655,5.22116995,2.75063062,2.75141764,2.75182533,0.2795707
 Wed Mar 18 21:49:07 2020,1.19459128,1.58327305,1.58327186,1.58327425,3.69204926,3.76682663,3.00588107,3.00694323,3.00749326,0.34749889
 Wed Mar 18 21:49:22 2020,0.76221853,0.75972515,0.75972456,0.75972575,3.80624342,7.79228401,5.33165264,5.33371162,5.33477879,0.43035614
 Wed Mar 18 21:49:37 2020,0.57046664,0.69470543,0.69470489,0.6947059,3.96654415,3.6951263,3.46233201,3.46323204,3.46369815,0.43140721
 Wed Mar 18 21:49:52 2020,1.4087193,0.88289911,0.88289863,0.88289964,3.19393826,2.23092079,2.99796867,2.99886036,2.99932241,0.37187934
 Wed Mar 18 21:50:07 2020,0.63716775,0.50383544,0.50383496,0.50383598,2.73065162,3.46179223,6.33319235,6.3350029,6.33594036,0.27996862
 Wed Mar 18 21:50:22 2020,1.78923535,1.18775761,1.18775642,1.18775868,6.82730484,3.52027583,2.19565129,2.1966517,2.19717002,0.37262452
 Wed Mar 18 21:50:37 2020,0.62639761,0.55588794,0.55588734,0.55588853,7.84960985,2.53903985,6.30681992,6.30897713,6.31009483,0.27937114
 Wed Mar 18 21:50:52 2020,1.53946781,1.39549994,1.39549923,1.39550054,3.52186966,3.98458815,2.69469357,2.69587588,2.69648838,0.37276101
 Wed Mar 18 21:51:07 2020,0.75925273,0.82200688,0.82200629,0.82200754,5.27736425,7.76540184,5.36951017,5.37168646,5.37281418,0.28093326
 Wed Mar 18 21:51:22 2020,0.56349629,0.56817055,0.56817001,0.56817114,6.66211843,3.72662354,3.49604487,3.49706078,3.49758697,0.2441653
 Wed Mar 18 21:51:37 2020,1.94382989,1.91697145,1.91697037,1.9169724,7.32213736,2.2702148,2.50578356,2.50666332,2.50711894,0.19912356
 Wed Mar 18 21:51:52 2020,1.30047536,1.83263683,1.83263576,1.83263779,4.700315,4.80827379,3.24996352,3.96963954,3.97011924,0.20739764
 Wed Mar 18 21:52:07 2020,1.44710517,0.74272376,0.74272323,0.74272436,5.78027534,2.05499649,3.26145792,3.26244974,3.26296353,0.13192821
 Wed Mar 18 21:52:22 2020,0.82408053,0.80394894,0.80394828,0.80394959,4.63404417,6.71801901,4.32461548,4.32692194,4.32811689,0.22374117
 Wed Mar 18 21:52:37 2020,1.80995929,0.82556266,0.82556218,0.82556319,6.87105274,2.22098327,2.9879725,2.98886108,2.98932147,0.22401035
 Wed Mar 18 21:52:52 2020,1.20768023,1.17982197,1.17982101,1.17982292,4.26370955,3.79820275,3.03356767,3.0344367,3.03488684,0.24508399
 Wed Mar 18 21:53:07 2020,0.51321977,1.8149451,1.81494427,1.81494594,2.25695086,7.31569719,6.8441329,6.84562016,6.84639072,0.24499613
 Wed Mar 18 21:53:22 2020,1.20920229,1.18143153,1.18143046,1.18143249,4.26882076,3.80122185,3.0366044,3.03747439,3.037925,0.22366852
 Wed Mar 18 21:53:37 2020,1.41390741,0.88564223,0.88564175,0.88564271,3.20264912,2.99121118,3.69582009,3.69671488,3.69717836,0.14909184
 Wed Mar 18 21:53:52 2020,0.87656301,1.94034421,1.94034326,1.94034505,2.00889277,2.48389912,4.31203032,5.75119019,5.75204992,0.16532314
 Wed Mar 18 21:54:07 2020,1.20718491,0.75761783,0.75761735,0.75761831,4.26204634,3.79722023,3.03257918,3.03344798,3.03389812,0.14877945
 Wed Mar 18 21:54:22 2020,0.82701993,1.65641308,1.65641201,1.65641403,2.01787019,2.43897104,4.35144138,4.35332394,4.35429955,0.46363163
 Wed Mar 18 21:54:37 2020,1.20209479,1.54145849,1.54145718,1.54145968,4.35412312,3.4834168,3.02044082,3.02155995,3.02214003,0.25046122
 Wed Mar 18 21:54:52 2020,0.86670369,1.4417578,1.44175661,1.44175911,6.77177048,2.56115031,4.16583204,4.16810894,4.16928864,0.34664655
 Wed Mar 18 21:55:07 2020,0.94712782,0.95229805,0.95229751,0.95229864,3.79754376,6.27172947,7.81097651,5.31302929,5.31409264,0.34695578
 Wed Mar 18 21:55:22 2020,1.34094286,0.75398701,0.75398654,0.75398749,5.20773649,7.12969875,3.80012798,3.80099249,3.80144048,0.34618306
 Wed Mar 18 21:55:37 2020,1.9391526,1.30265045,1.30264938,1.30265141,5.80643129,3.04218769,2.27770138,2.27857828,2.27903247,0.34653401
 Wed Mar 18 21:55:52 2020,0.73438704,0.63784748,0.63784701,0.63784796,4.72727489,4.20394564,6.6742034,6.67591667,6.67680454,0.24006909
 Wed Mar 18 21:56:07 2020,1.53256476,1.06549263,1.06549156,1.0654937,5.2451086,3.9774704,2.71407843,2.71501231,2.7154963,0.44293022
 Wed Mar 18 21:56:22 2020,1.92691994,1.4668895,1.46688867,1.46689034,4.22446442,3.95838881,2.72290492,2.72366428,2.72405767,0.25193512
 Wed Mar 18 21:56:37 2020,1.19436121,1.58302987,1.58302867,1.58303106,3.69166303,3.7663703,3.00542212,3.00648403,3.0070343,0.46439469
 Wed Mar 18 21:56:52 2020,0.5693174,0.86585772,0.86585712,0.86585832,6.33353996,2.31079769,6.28772402,6.28987503,6.2909894,0.28040826
 Wed Mar 18 21:57:07 2020,0.56403738,0.56874275,0.56874216,0.56874329,6.66575193,3.72877002,3.49820399,3.49922037,3.49974704,0.27959335
 Wed Mar 18 21:57:22 2020,0.66554016,0.90286815,0.90286773,0.90286857,5.15133286,10.50757027,8.37584019,8.37875748,8.38026905,0.16544163
 Wed Mar 18 21:57:37 2020,0.70744121,1.09945536,1.09945452,1.09945619,7.71955395,15.74165916,12.67159748,12.6744709,12.67595959,0.16576821
 Wed Mar 18 21:57:52 2020,1.39360726,0.84716302,0.84716266,0.84716332,6.74720335,25.66325569,19.7586956,19.76368713,19.7662735,0.16530305
 Wed Mar 18 21:58:07 2020,0.57860482,0.72935504,0.72935468,0.72935539,3.01302838,21.87909889,21.97581291,21.9808712,21.9834919,0.14939612
 Wed Mar 18 21:58:22 2020,0.78065282,1.98947787,1.98947716,1.98947859,2.20448256,13.6703968,14.72011662,14.72271729,14.72406483,0.14873862
 Wed Mar 18 21:58:37 2020,1.83961868,1.02636278,1.02636206,1.02636337,2.19673705,2.69408202,2.46681714,2.46800637,2.46862245,0.16599435
 Wed Mar 18 21:58:52 2020,1.05352831,1.30604923,1.30604804,1.30605042,2.71311069,2.95216894,3.47338319,3.47449279,3.47506785,0.16599447
 Wed Mar 18 21:59:07 2020,0.99214089,0.76449078,0.76449025,0.76449138,2.47261977,4.63453531,5.17186499,5.17381763,5.17482901,0.16577297
 Wed Mar 18 21:59:22 2020,1.44844925,0.74343449,0.74343395,0.74343503,7.34728909,2.05766249,3.26413989,3.26513243,3.5156467,0.19863069
 Wed Mar 18 21:59:37 2020,0.55749726,0.68529922,0.68529856,0.68529981,7.70014,5.64843178,6.69211721,6.69440222,6.6955862,0.22403401
 Wed Mar 18 21:59:52 2020,0.56748569,0.86392075,0.86392015,0.86392134,6.32123852,2.30353141,2.54280257,2.54387593,2.54443216,0.24428934
 Wed Mar 18 22:00:07 2020,1.41114974,0.88418418,0.8841837,0.88418472,3.19801903,2.98574162,3.69031787,3.69121122,3.69167399,0.22388661
 Wed Mar 18 22:00:22 2020,0.63773012,0.68021142,0.68021089,0.6802119,2.73254013,3.46402335,6.33768082,6.33949232,6.34043121,0.2242986
 Wed Mar 18 22:00:37 2020,0.70907944,1.47792017,1.47791934,1.47792101,7.74155903,12.64265537,9.57274723,9.57562828,9.57712173,0.20736378
 Wed Mar 18 22:00:52 2020,0.97323036,1.1411097,1.14110887,1.14111054,19.7807045,11.49168587,14.2984705,14.30144024,14.30297852,0.22408354
 Wed Mar 18 22:01:07 2020,1.43168652,0.505808,0.5058074,0.50580859,3.97342873,2.20869088,2.94850922,2.94961119,2.9501822,0.22400779
 Wed Mar 18 22:01:22 2020,1.32420969,1.19663405,1.19663286,1.19663513,2.9860692,6.73998976,7.21784115,3.76622581,3.76677251,0.19851387
 Wed Mar 18 22:01:37 2020,0.93893218,0.62228709,0.62228662,0.62228763,2.49707031,6.33737707,7.87221432,7.87403631,7.87498045,0.19890594
 Wed Mar 18 22:01:52 2020,0.87597597,1.93910265,1.9391017,1.93910348,2.00692153,2.48157024,4.30734539,4.30900335,4.30986261,0.16594154
 Wed Mar 18 22:02:07 2020,1.92446399,1.46429253,1.46429169,1.46429336,5.71621752,3.95351768,3.96800494,2.71876264,2.71915531,0.14891613
 Wed Mar 18 22:02:22 2020,0.70267379,1.67916965,1.6791687,1.67917061,3.30961347,5.76380157,7.35830545,7.35997963,7.360847,0.14853799
 Wed Mar 18 22:02:37 2020,0.92373139,1.07080925,1.07080805,1.07081056,7.29751825,2.28944159,2.56107903,2.5622108,5.62559462,0.16537529
 Wed Mar 18 22:02:52 2020,1.59069264,1.96406424,1.96406305,1.96406531,3.70124412,3.77768898,2.29805779,2.29912305,2.29967499,0.24475837
 Wed Mar 18 22:03:07 2020,1.04179215,0.69185495,0.69185448,0.69185549,3.95749235,2.99693298,3.70157552,3.70247221,3.70293665,0.24505866
 Wed Mar 18 22:03:22 2020,0.55349612,0.57407498,0.57407451,0.57407546,4.71919346,4.1943984,6.66459942,6.66630983,6.6671958,0.24472368
 Wed Mar 18 22:03:37 2020,0.62867779,0.55829912,0.55829853,0.55829972,7.86492348,6.28367043,7.76251745,7.76468039,7.76580048,0.24497479
 Wed Mar 18 22:03:52 2020,0.92498261,1.07345557,1.07345426,1.07345676,7.30592155,2.29440522,5.63214397,5.63441038,5.63558483,0.24417269
 Wed Mar 18 22:04:07 2020,0.56910849,0.86563683,0.86563623,0.86563742,6.33213711,2.30996919,6.286057,6.28820753,6.2893219,0.16511661
 Wed Mar 18 22:04:22 2020,0.63248414,0.95003122,0.95003068,0.95003182,7.14319038,6.25472164,7.79386854,7.7959156,7.79697657,0.22391462
 Wed Mar 18 22:04:37 2020,1.83819437,1.02560961,1.02560902,1.02561033,2.19434571,2.691257,2.46397543,2.46516371,2.4657793,0.20704091
 Wed Mar 18 22:04:52 2020,0.56149155,1.04930615,1.04930496,1.04930735,2.50989723,5.68553638,6.72556639,6.72766018,6.72874498,0.22446513
 Wed Mar 18 22:05:07 2020,1.58614123,1.58425117,1.58424997,1.58425236,3.69360209,3.76866102,3.00772643,3.00878906,3.00933957,0.20754945
 Wed Mar 18 22:05:22 2020,0.62498868,0.63126671,0.63126618,0.63126725,3.94650388,7.69783068,6.23479652,6.23672962,6.23773146,0.20712078
 Wed Mar 18 22:05:37 2020,0.7580691,0.8207553,0.82075471,0.8207559,5.26941538,7.75601101,5.36006403,5.36223745,5.36336374,0.20750779
 Wed Mar 18 22:05:52 2020,0.70108581,1.67581117,1.67581022,1.67581213,3.304281,5.75120306,7.34563255,7.34730244,7.34816742,0.24491733
 Wed Mar 18 22:06:07 2020,0.94920337,0.75918037,0.75917977,0.75918096,3.80451345,7.78819656,5.32754087,5.3295989,5.33066511,0.24501294
 Wed Mar 18 22:06:22 2020,1.92050195,1.06265032,1.06264937,1.0626514,5.23608255,3.97213912,2.70871568,2.70964789,2.71013093,0.19861138
 Wed Mar 18 22:06:37 2020,0.62599319,0.55546027,0.55545968,0.55546087,7.84689379,2.53743553,6.30359221,6.30574846,6.30686569,0.20777613
 Wed Mar 18 22:06:52 2020,0.55911058,1.43489563,1.43489456,1.43489683,2.5019021,5.666646,4.14406443,4.1461525,4.14723396,0.13183677
 Wed Mar 18 22:07:07 2020,0.84467852,1.26659107,1.26659036,1.26659179,3.74096346,12.31909084,12.36931992,12.37194729,12.37330818,0.13194662
 Wed Mar 18 22:07:22 2020,0.62822199,0.55781716,0.55781657,0.55781776,7.86186218,2.54627705,7.75888014,7.76104164,7.76216125,0.13203955
 Wed Mar 18 22:07:37 2020,1.8129909,0.87691498,0.8769145,0.8769154,7.8353281,4.7096653,5.23968887,5.2412591,5.24207258,0.13207728
 Wed Mar 18 22:07:52 2020,1.44565868,0.56227154,0.56227094,0.56227207,5.77541828,2.05212736,3.2585721,3.25956297,3.26007628,0.13257086
 Wed Mar 18 22:08:07 2020,1.07392764,0.57979459,0.57979429,0.57979494,3.72286057,2.80306816,2.04473543,2.0459342,2.04655528,0.31618273
 Wed Mar 18 22:08:22 2020,0.95082057,0.74773455,0.74773395,0.7477352,5.25221539,6.29819155,7.77712488,7.77929163,7.78041458,0.31519997
 Wed Mar 18 22:08:37 2020,0.57854688,0.7292937,0.72929335,0.72929406,3.01263928,21.87726021,21.97396278,21.97902107,21.98164177,0.38176847
 Wed Mar 18 22:08:52 2020,1.98509002,0.51685101,0.51685065,0.51685143,4.32031965,22.11387444,28.46861649,28.4740963,28.47693443,0.31627333
 Wed Mar 18 22:09:07 2020,1.62648916,0.77951843,0.77951807,0.77951872,4.85098886,4.66456366,5.14898109,5.15143538,5.15270662,0.17844486
 Wed Mar 18 22:09:22 2020,1.19973171,1.9139595,1.91395819,1.9139607,4.34618759,3.47872949,3.01572585,3.01684356,3.01742268,0.17798239
 Wed Mar 18 22:09:37 2020,0.92799449,1.78133559,1.78133452,1.78133678,3.04386425,5.33687115,5.65775299,5.6598258,5.66089964,0.1320799
 Wed Mar 18 22:09:52 2020,0.68263775,0.56363696,0.56363642,0.5636375,3.21146441,6.75309324,7.69608164,7.69800282,7.69899845,0.22457784
 Wed Mar 18 22:10:07 2020,1.67167425,0.68801421,0.68801361,0.68801481,3.23786831,4.81516314,2.2097826,2.21087861,2.21144629,0.20800477
 Wed Mar 18 22:10:22 2020,1.39741695,0.5444898,0.54448944,0.54449016,7.21028948,25.72370911,19.81950569,19.8245163,19.8271122,0.13220954
 Wed Mar 18 22:10:37 2020,0.96468604,1.62277102,1.62277031,1.62277174,5.36240005,8.61538696,13.66478157,13.66736507,13.66870403,0.20705545
 Wed Mar 18 22:10:52 2020,0.9514342,0.74838346,0.74838287,0.74838406,5.25633621,6.30306005,5.344522,5.34669065,5.34781408,0.20746696
 Wed Mar 18 22:11:07 2020,1.66980278,0.89014971,0.89014912,0.89015031,3.23472595,5.37023878,2.20604873,2.20714331,2.2077105,0.19860661
 Wed Mar 18 22:11:22 2020,0.75442398,0.79732579,0.79732531,0.79732633,7.63923311,7.86111403,5.27109146,5.27292109,5.27386856,0.13184762
